scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  7646  299.8354167  45.7722222   5.92  A5  250901.52
  7647  299.9800000  37.0427778   5.19  B3  239376.92
  7648  300.2454167   8.5580556   5.91  K5  216453.10
  7649  300.4941667 -13.6369444   5.71  A3  217628.94
  7650  300.6645833 -27.7097222   4.58  M4  227371.39
  7651  299.8141667  52.0558333   6.15  B5  259915.11
  7652  300.8895833 -37.9408333   4.77  K5  238019.18
  7653  300.2754167  27.7536111   4.64  A4  228609.17
  7654  299.6195833  63.5341667   5.96  A3  278191.54
  7655  300.3137500  37.0988889   6.20  K0  238538.85
  7656  300.4362500  24.8002778   5.88  B4  225438.86
  7657  300.5058333  24.9380556   5.22  F2  225337.38
  7658  300.9345833 -22.5955556   6.45  F6  222000.11
  7659  301.0816667 -32.0563889   4.99  K1  230589.95
  7660  300.3400000  50.1047222   5.05  K1  255945.55
  7661  301.0050000  -7.4697222   6.72  F4  213432.37
  7662  300.8183333  18.5005556   5.96  K3  219356.59
  7663  302.0854167 -66.3547222   6.45  K5  279717.30
  7664  300.8750000  16.0313889   5.67  B9  217613.57
  7665  302.1816667 -66.1819444   3.56  G6  279286.36
  7666  299.6745833  70.3669444   6.33  G8  289529.24
  7667  301.0966667  -0.7094444   5.68  K4  212061.54
  7668  301.3837500 -33.0000000   6.53  B8  230771.32
  7669  301.0345833   7.2780556   5.52  K0  213273.97
  7670  300.9058333  29.8966667   5.71  G6  228811.98
  7671  301.2725000 -11.5994444   6.34  F1  213967.97
  7672  301.0258333  17.0700000   5.80  G1  217730.11
  7673  301.8466667 -52.8808333   4.94  M1  257156.89
  7674  301.8962500 -55.0163889   6.26  F8  260515.74
  7675  301.3600000 -12.6652778   6.55  A1  214149.17
  7676  300.3687500  64.8211111   5.27  M1  279285.13
  7677  301.2441667  23.2102778   6.45  A5  221506.21
  7678  301.1504167  32.2186111   5.64  B1  230568.95
  7679  301.2895833  19.9911111   5.10  K2  218830.33
  7680  301.3604167  15.5002778   6.34  M2  215644.53
  7681  301.5508333  -4.0783333   6.47  K0  210737.56
  7682  300.5845833  64.6344444   6.57  G7  278676.61
  7683  301.2908333  38.4783333   6.19  G5  237631.95
  7684  301.1200000  48.2297222   6.16  A2  251502.52
  7685  300.7045833  67.8736111   4.51  K3  284081.95
  7686  299.9025000  76.4813889   6.20  M3  299908.00
  7687  301.2779167  51.8394444   6.14  M1  256641.38
  7688  301.7225000  23.6144444   5.07  B3  220314.82
  7689  301.5908333  35.9725000   5.36  K0  233696.58
  7690  302.0075000  -0.6783333   5.99  K1  208782.04
  7691  302.7800000 -57.5238889   6.37  B7  263157.99
  7692  301.3395833  56.3413889   6.21  F4  263684.74
  7693  301.9595833   9.3997222   6.43  F3  210668.91
  7694  302.1304167 -10.0627778   6.18  B9  210317.28
  7695  301.1858333  63.8905556   6.26  A2  276578.91
  7696  302.0270833  16.6641667   6.42  M3  214078.05
  7697  301.5575000  53.1658333   5.85  F5  258172.41
  7698  306.2266667 -83.3105556   6.17  Am  309789.06
  7699  301.9225000  34.4230556   6.11  B5  230903.37
  7700  302.1595833  10.7258333   6.31  B3  210483.57
  7701  301.3866667  61.9955556   5.39  K3  273042.91
  7702  301.7979167  50.2291667   6.54  A3  253082.55
  7703  302.7995833 -36.1011111   5.32  K3  230557.75
  7704  301.2220833  68.0272222   6.28  M3  283739.48
  7705  302.4858333  20.9152778   6.48  F5  215594.45
  7706  303.0995833 -42.7805556   6.22  K1  238935.61
  7707  303.6120833 -63.4158333   6.09  F0  272364.82
  7708  302.3566667  36.8397222   4.93  B2  232700.55
  7709  302.7920833  -8.8422222   6.49  B1  207523.97
  7710  302.8262500  -0.8213889   3.23  B9  205839.17
  7711  302.6395833  26.9041667   5.52  A3  220503.09
  7712  302.9912500 -12.3925000   6.34  K0  208336.39
  7713  302.7645833  21.1347222   6.22  K0  214858.37
  7714  303.5791667 -52.4455556   5.65  K4  253075.49
  7715  303.1079167 -12.6175000   5.85  F7  208043.36
  7716  302.8379167  21.8755556   6.26  B1  215232.55
  7717  303.1466667   0.8675000   6.27  B9  204687.44
  7718  302.9500000  26.8088889   5.49  K3  219449.99
  7719  303.0029167  26.4788889   5.92  B7  218954.60
  7720  303.3079167  -1.0094444   5.47  K5  204112.53
  7721  303.0158333  47.7369444   6.92  B7  246612.48
  7722  303.8225000 -27.0327778   5.73  K0  216996.78
  7723  303.4191667  24.2388889   6.56  A1  215474.22
  7724  303.5691667  15.1975000   4.95  A2  207902.16
  7725  303.9608333 -30.0052778   6.30  K4  219847.78
  7726  303.1325000  51.4636111   6.01  K2  252328.35
  7727  302.8954167  62.0786111   5.75  F5  270961.15
  7728  304.0987500 -36.4544444   6.39  M4  227509.27
  7729  304.1104167 -35.1977778   6.53  F2  225810.68
  7730  303.3250000  46.8158333   4.83  A5  244496.40
  7731  303.5604167  28.6947222   5.18  A7  219572.82
  7732  304.7625000 -63.2311111   6.27  K0  270430.35
  7733  303.4283333  43.3791667   6.14  K4  239027.88
  7734  303.5208333  36.6052778   6.45  A0  229263.27
  7735  303.4079167  46.7413889   3.79  K2  244196.15
  7736  303.6333333  36.8063889   4.97  A2  229228.48
  7737  303.5900000  42.1036111   6.71  B9  236755.86
  7738  304.0950000 -12.3369444   6.32  B9  204465.48
  7739  303.8162500  25.5919444   4.78  B3  215539.60
  7740  303.3495833  56.5677778   4.30  A3  260529.04
  7741  303.8758333  23.5086111   5.15  G3  213338.84
  7742  303.3654167  60.6405556   5.79  K5  267684.38
  7743  303.8487500  33.7294444   5.66  K0  224652.67
  7744  303.9420833  27.8141667   4.52  K3  217462.87
  7745  304.7333333 -47.7108333   6.31  M1  242845.71
  7746  304.0820833  21.5986111   6.13  K1  210954.31
  7747  304.4120833 -12.5083333   4.24  G3  203451.91
  7748  304.5058333 -21.8100000   5.87  K0  209766.11
  7749  304.8245833 -47.5802778   6.13  F5  242434.22
  7750  302.2220833  77.7113889   4.39  B9  300541.55
  7751  303.8679167  47.7144444   3.98  K3  244723.01
  7752  304.0141667  38.8977778   6.27  A1  231090.20
  7753  304.1962500  24.6711111   5.32  G8  213435.96
  7754  304.5137500 -12.5447222   3.57  G8  203117.80
  7755  303.9308333  50.2327778   6.31  A2  248689.23
  7756  304.0025000  45.5794444   5.91  F5  241046.64
  7757  304.1175000  37.0563889   6.48  B6  228273.06
  7758  305.1345833 -55.0508333   6.27  M0  254703.58
  7759  304.2304167  40.3650000   5.24  K3  232635.38
  7760  304.3812500  29.1480556   6.22  G9  217619.27
  7761  304.8483333 -19.1186111   5.28  K3  206366.16
  7762  304.3712500  42.7219444   6.29  K4  235786.79
  7763  304.4466667  38.0330556   4.81  B2  228754.23
  7764  305.1170833 -29.1972222   6.30  A4  215484.86
  7765  305.2162500 -35.6736111   6.46  K3  223437.57
  7766  305.4208333 -49.9994444   6.27  G0  245257.41
  7767  304.5291667  40.7322222   5.84  O9  232425.96
  7768  304.9304167  -1.0786111   6.06  K0  198276.02
  7769  304.6191667  37.0000000   5.58  A2  226862.60
  7770  304.6629167  34.9827778   5.17  F5  224012.82
  7771  304.8716667  13.2169444   6.21  M1  202245.53
  7772  305.1087500  -6.3616667   6.63  K5  198500.09
  7773  305.1658333 -12.7591667   4.76  B9  200969.83
  7774  305.0008333  13.5480556   5.95  A5  201989.21
  7775  305.1941667 -14.7850000   6.10  A0  202078.96
  7776  305.2529167 -14.7813889   3.08  F8  201875.39
  7777  304.7066667  46.3227778   6.45  B2  240644.76
  7778  305.0854167  14.5691667   6.13  G8  202315.38
  7779  305.6145833 -42.0497222   5.59  A0  231764.20
  7780  305.0891667  17.7930556   5.80  K5  204531.72
  7781  304.6033333  55.3972222   5.76  A2  256269.74
  7782  304.9512500  37.1325000   6.57  A0  226166.89
  7783  304.3804167  66.8538889   5.93  G3  277831.94
  7784  305.0633333  39.4033333   6.23  A1  229129.27
  7785  308.3229167 -80.9650000   5.77  G6  303882.46
  7786  304.9837500  46.8375000   6.50  B8  240869.09
  7787  305.9716667 -42.4227778   5.64  A5  231493.48
  7788  305.7533333  -9.6547222   6.30  G5  197383.79
  7789  305.5141667  24.4461111   5.54  B8  209065.63
  7790  306.4120833 -56.7350000   1.94  B2  255595.11
  7791  305.1266667  53.5961111   6.18  K4  252119.35
  7792  304.9029167  62.2575000   5.72  B9  268389.58
  7793  305.7179167  14.5513889   6.17  F8  200134.62
  7794  305.7945833   5.3430556   5.31  G8  195785.02
  7795  305.5125000  41.1313889   6.39  G5  230595.04
  7796  305.5570833  40.2566667   2.20  F8  229155.40
  7797  305.6558333  31.2650000   6.09  K2  216413.75
  7798  305.5225000  45.7950000   5.58  K0  237968.25
  7799  306.4495833 -40.7963889   6.09  K3  227776.61
  7800  305.6887500  41.0261111   5.93  K7  230000.92
  7801  306.3616667 -28.6633333   5.85  G8  211149.62
  7802  305.7312500  42.9833333   6.20  K0  232952.65
  7803  306.1562500   1.0686111   6.15  B9  193863.71
  7804  305.0250000  68.8802778   5.55  M4  281034.68
  7805  305.2975000  63.9802778   5.69  K5  271139.43
  7806  305.9654167  32.1900000   4.43  K2  216708.78
  7807  305.9350000  37.4763889   5.90  B2  224070.72
  7808  306.7208333 -37.4030556   6.25  K2  221912.35
  7809  306.4270833  -2.8002778   6.11  K1  193044.21
  7810  306.4333333  10.0563889   6.33  K5  195169.56
  7811  306.4187500  21.4097222   5.66  G6  203207.61
  7812  309.5775000 -81.2888889   5.91  K5  304065.74
  7813  306.5050000  19.8650000   6.41  K0  201524.99
  7814  306.8300000 -18.2116667   5.25  B8  199045.82
  7815  306.1350000  53.5519444   6.51  B9  250172.77
  7816  306.5966667  17.3155556   6.22  K0  199110.14
  7817  307.1945833 -35.5958333   6.10  B8  218003.56
  7818  306.2712500  59.6000000   6.44  A2  261287.98
  7819  307.1816667 -15.7416667   6.41  K0  195952.83
  7820  307.0312500   8.4375000   6.25  G9  192366.59
  7821  307.1037500  -3.3577778   6.13  B9  190694.21
  7822  307.2150000 -17.8136111   4.78  F2  197436.75
  7823  306.7820833  34.3288889   6.39  F1  217313.43
  7824  307.0700000   2.9369444   6.21  G8  190752.60
  7825  307.3804167 -22.3916667   6.16  M1  201067.95
  7826  306.8929167  38.4402778   5.62  A3  223028.47
  7827  306.5979167  56.6388889   6.36  B9  255100.63
  7828  306.7595833  49.3833333   5.69  F0  241454.83
  7829  307.4687500 -18.5866667   6.74  A7  197237.72
  7830  307.4745833 -18.5833333   5.94  A3  197215.54
  7831  307.4125000  -2.8855556   4.91  K2  189514.97
  7832  307.7366667 -29.1125000   6.39  A5  207632.05
  7833  307.3379167  20.0877778   6.55  A3  198994.84
  7834  307.3487500  30.3686111   4.01  F5  210375.82
  7835  307.3350000  36.4547222   5.88  A1  218893.30
  7836  307.5750000  10.8958333   6.08  A1  191575.99
  7837  307.7679167 -15.0563889   6.12  G5  193466.92
  7838  308.9654167 -69.6111111   6.11  K2  278440.80
  7839  307.7420833  20.6058333   6.18  A1  198158.29
  7840  307.8041667  11.2605556   7.11  B8  190967.95
  7841  307.4995833  45.9286111   6.41  K2  233816.93
  7842  308.2183333 -24.9438889   6.36  A0  201162.02
  7843  307.3629167  56.0680556   5.91  B9  252716.29
  7844  307.5145833  48.9516667   4.95  B2  239140.28
  7845  308.0987500  -9.8533333   5.65  G2  189219.43
  7846  308.4795833 -44.5161111   5.11  K0  229178.23
  7847  307.7466667  36.9358333   6.19  F5  218536.19
  7848  308.8950000 -60.5816667   4.76  F1  259331.39
  7849  307.9925000  25.8044444   6.34  Am  202845.20
  7850  307.3954167  62.9941667   4.22  A7  266371.73
  7851  307.8283333  49.2202778   5.44  M2  238988.68
  7852  308.3033333  11.3033333   4.03  B6  189249.30
  7853  308.7312500 -38.0897222   6.44  A8  217798.60
  7854  307.8379167  52.3097222   6.18  K0  244702.11
  7855  308.5487500 -13.7211111   6.13  F6  189873.61
  7856  308.6975000 -30.4736111   6.40  B8  206622.06
  7857  308.4733333  10.0597222   6.56  A2  188003.92
  7858  308.4875000  13.0272222   5.38  A3  189632.27
  7859  309.3970833 -61.5300000   4.88  F5  260599.65
  7860  307.9437500  56.7800000   6.14  K5  253129.48
  7861  308.2179167  43.1916667   6.60  B4  227482.22
  7862  308.5416667  20.9852778   6.48  B3  195933.07
  7863  310.5120833 -76.1805556   6.00  F4  291864.58
  7864  310.4320833 -75.3505556   6.55  G5  290014.85
  7865  308.8841667 -16.5258333   6.19  A7  190799.57
  7866  308.4758333  35.2508333   4.61  K2  214066.37
  7867  308.4516667  41.7722222   6.49  K0  224527.74
  7868  307.5029167  72.5316667   6.27  K4  286092.22
  7869  309.3916667 -47.2913889   3.11  K0  232215.68
  7870  308.4787500  46.6938889   5.78  B9  233051.55
  7871  308.8270833  14.6741667   4.68  A3  189581.71
  7872  309.9641667 -62.9077778   6.22  K1  262767.43
  7873  309.1816667  -2.5500000   4.89  K5  183112.42
  7874  309.0345833  25.8825000   6.41  A5  199747.52
  7875  310.0108333 -60.5488889   5.12  F8  257658.16
  7876  308.7100000  51.8541667   6.11  A9  242197.56
  7877  309.4670833 -25.1088889   6.36  F0  197497.78
  7878  309.3262500   0.0969444   6.22  B8  182425.74
  7879  307.8766667  74.9547222   5.20  A0  290985.95
  7880  309.2695833  26.4619444   5.59  B9  199737.97
  7881  310.4879167 -66.7608333   5.15  B9  270561.31
  7882  309.3875000  14.5952778   3.63  F5  187612.44
  7883  309.4545833  11.3777778   5.43  A2  185277.84
  7884  309.5845833  -1.1052778   4.32  G7  181527.23
  7885  309.3825000  31.5725000   6.32  B8  206197.82
  7886  309.4775000  18.2691667   6.25  M6  190305.36
  7887  309.3858333  31.5219444   6.49  F0  206116.60
  7888  309.3483333  38.3286111   6.20  K0  216623.91
  7889  309.8183333 -14.9547222   5.22  B6  186412.20
  7890  309.8050000  -2.4127778   6.22  B7  180854.33
  7891  309.6304167  21.2011111   4.82  A0  192641.16
  7892  309.6829167  13.3150000   5.72  K3  185700.56
  7893  310.0825000 -33.4319444   5.47  K1  206987.07
  7894  309.6329167  24.1161111   5.04  B5  195822.20
  7895  309.6462500  23.6805556   5.91  K0  195281.71
  7896  309.7825000  10.0861111   5.05  G2  183423.23
  7897  309.8537500   0.4863889   5.16  K1  180532.70
  7898  310.0487500 -23.7738889   6.37  G8  194131.17
  7899  309.7708333  15.8380556   5.97  B3  187259.84
  7900  310.0125000 -18.1386111   5.10  M2  188416.36
  7901  307.0608333  81.4227778   5.46  G9  305435.36
  7902  310.1500000 -26.6450000   6.51  F7  197309.46
  7903  309.7941667  21.8172222   6.08  A0  192762.66
  7904  309.7479167  30.3344444   5.68  K2  203416.42
  7905  310.1354167 -16.1241667   5.80  G7  186261.83
  7906  309.9095833  15.9119444   3.77  B9  186850.62
  7907  309.9658333  11.2497222   6.42  F8  183422.46
  7908  307.3645833  81.0913889   5.96  K0  304586.28
  7909  310.3487500 -31.5983333   5.76  M0  203520.28
  7910  310.3504167 -26.0000000   6.28  K2  195887.99
  7911  309.8887500  40.5794444   6.06  B6  219066.63
  7912  309.8462500  45.6669444   6.58  B5  228239.82
  7913  311.2395833 -66.2030556   3.42  A7  268467.47
  7914  310.1883333  19.9352778   6.45  G5  189552.39
  7915  310.7208333 -39.5586111   6.29  K1  215293.57
  7916  309.7508333  56.0050000   6.48  F2  248585.16
  7917  310.1508333  29.8052778   6.08  A2  201521.74
  7918  310.3175000  14.5830556   5.99  K4  184432.67
  7919  310.0129167  43.4586111   5.95  K2  223845.41
  7920  311.0095833 -51.9211111   4.51  A7  238059.72
  7921  310.2608333  32.3072222   5.51  G8  204810.35
  7922  310.2516667  39.0822222   6.51  B6  215626.86
  7923  310.4925000  17.5213889   6.22  G8  186266.43
  7924  310.3579167  45.2802778   1.25  A2  226415.89
  7925  310.0745833  60.5052778   6.01  F6  257474.33
  7926  310.4854167  41.7169444   5.67  B8  219642.26
  7927  310.5925000  35.4561111   6.66  B2  208777.02
  7928  310.8645833  15.0744444   4.43  A7  182951.91
  7929  310.5525000  50.3400000   5.39  B2  235743.59
  7930  307.2629167  83.6255556   6.19  A3  310123.78
  7931  311.3050000 -27.2472222   6.50  G8  194644.53
  7932  310.8508333  35.5877778   6.47  F7  208312.07
  7933  311.5837500 -39.1991667   5.50  B8  212566.09
  7934  312.3254167 -68.7763889   5.41  K0  273210.19
  7935  311.5775000 -36.1202778   6.49  F3  207300.60
  7936  311.5237500 -25.2708333   4.14  F4  191400.35
  7937  311.5416667 -21.5141667   5.93  A0  186859.94
  7938  310.6654167  60.6013889   6.15  A2  256839.79
  7939  311.2187500  25.2705556   4.91  K2  192329.40
  7940  310.8062500  57.1141667   6.32  B2  249180.99
  7941  311.3675000  18.0902778   6.38  M5  183892.52
  7942  311.4154167  30.7197222   4.22  G9  199228.43
  7943  312.1216667 -43.9886111   5.11  F1  220130.41
  7944  311.0916667  56.4880556   5.78  M3  247401.41
  7945  310.7958333  66.6575000   5.58  A8  269986.80
  7946  311.7650000  -2.4866667   6.27  K2  173819.38
  7947  311.6612500  16.1244444   5.14  F7  181131.57
  7948  311.6645833  16.1241667   4.27  K1  181120.13
  7949  311.5529167  33.9702778   2.46  K0  203853.44
  7950  311.9191667  -9.4958333   3.77  A1  175614.82
  7951  311.9341667  -5.0277778   4.42  M3  173748.84
  7952  312.3708333 -46.2269444   4.89  K5  223957.75
  7953  311.9512500   6.0083333   5.58  A0  173991.74
  7954  311.9491667   3.3066667   6.40  A0  173291.45
  7955  311.3379167  57.5797222   4.51  F8  249339.88
  7956  311.7950000  34.3741667   4.92  K3  203858.75
  7957  311.3225000  61.8388889   3.43  K0  258633.33
  7958  311.6604167  46.5316667   6.30  A3  226034.85
  7959  312.9095833 -62.4291667   6.28  A2  257873.94
  7960  312.9116667 -62.4291667   6.59  A2  257871.26
  7961  312.3233333 -25.7813889   5.86  B7  189641.24
  7962  311.5883333  52.9952778   6.33  K0  239228.19
  7963  311.8520833  36.4908333   4.53  B5  207218.79
  7964  312.3354167 -18.0358333   6.21  K3  180648.13
  7965  312.4920833 -33.7797222   4.90  G7  201037.10
  7966  311.8366667  45.5797222   6.40  K3  223811.79
  7967  311.1379167  69.7519444   6.41  G8  276622.04
  7968  312.8754167 -51.6083333   5.05  K1  234014.30
  7969  311.9554167  47.8319444   5.57  K5  227998.88
  7970  312.6962500 -32.0544444   6.36  K5  197709.51
  7971  312.7529167 -37.9133333   5.52  K3  207424.36
  7972  311.9700000  52.4072222   6.27  G7  237323.13
  7973  312.4075000  12.5452778   5.98  F5  175787.42
  7974  312.4512500   7.8641667   6.33  A1  172943.13
  7975  312.4962500   5.5447222   6.21  K0  171896.00
  7976  312.6741667 -12.5450000   5.88  K1  174868.22
  7977  312.2345833  46.1141667   4.84  B3  224018.89
  7978  312.1779167  51.9105556   6.29  B8  235911.31
  7979  312.9950000 -33.1772222   6.04  A2  198706.61
  7980  312.9554167 -26.9191667   4.11  M0  189303.46
  7981  312.6541667  18.0513889   6.52  A1  179613.80
  7982  312.8570833  -5.6263889   5.99  F5  170634.63
  7983  312.4779167  46.6611111   6.33  B4  224599.34
  7984  312.5204167  44.0594444   5.04  A4  219394.55
  7985  313.0362500  -5.5069444   5.55  B9  169956.60
  7986  313.7025000 -58.4541667   3.65  K1  247713.60
  7987  313.4175000 -39.8100000   5.35  K2  209273.36
  7988  312.8675000  28.2505556   5.77  F5  191456.14
  7989  313.2550000 -23.7830556   6.33  K0  184200.63
  7990  313.1633333  -8.9833333   4.73  A3  170972.25
  7991  313.3541667 -30.7186111   6.35  K1  193788.80
